,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,individual importance,total importance,individual std,total std
53,sett_preprocess_income,sett_stratify_split,,,,,,,,,0.0008978204541270414,0.06860609494671577,0.0006205667849897403,0.007010966799180666
148,sett_exclude_subgroups,sett_model,sett_stratify_split,,,,,,,,0.0008969291464895651,0.07246622514907608,0.0008590299220132817,0.005652462000584407
69,sett_cutoff,sett_exclude_features,sett_stratify_split,,,,,,,,0.0008848381891859265,0.1380650485736089,0.0005933009665502692,0.013371141638357167
227,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,,,,,,,0.0008269838040927343,0.6331366473945194,0.0009191083100405558,0.016410370209794245
74,sett_cutoff,sett_exclude_subgroups,sett_scale,,,,,,,,0.0007960695558166857,0.019517542641521318,0.0008937449709483626,0.003059552671301857
63,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,,,,,,,,0.0007932229440920734,0.02013803014495256,0.0007033507915325851,0.0026948484038369193
484,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,0.0007878415528359598,0.8957335660312016,0.000800645843228645,0.021480798526690027
213,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_stratify_split,,,,,,,0.000772539651633302,0.8687675241239923,0.0005529624299990449,0.031219782727792977
124,sett_exclude_features,sett_exclude_subgroups,sett_stratify_split,,,,,,,,0.0007617902358648376,0.07246454203389768,0.0008541934606021901,0.006983785807875124
226,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,,,,,,,0.0007598915463125147,0.6358716021410232,0.0008172535131297824,0.014605028875252538
237,sett_cutoff,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,,0.0007291817494456219,0.1499988538007461,0.0006278944395618325,0.011344603546875585
73,sett_cutoff,sett_exclude_subgroups,sett_preprocess_income,,,,,,,,0.0007291007756505682,0.0207664227587087,0.0007143468413057956,0.003999470729740685
500,sett_cutoff,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,0.0007209141049842782,0.8873322806888355,0.0005613303160335427,0.026958432165104965
217,sett_cutoff,sett_exclude_features,sett_model,sett_stratify_split,,,,,,,0.000697814196655924,0.14477208558943488,0.0005060802878193495,0.013731994315664204
64,sett_cutoff,sett_exclude_features,sett_fairness_grouping,,,,,,,,0.0006974218174131108,0.6226810195163481,0.0006263188016557037,0.016949405067502775
33,sett_exclude_features,sett_stratify_split,,,,,,,,,0.0006786973797748541,0.06821374966740419,0.000511558463800972,0.00713908113150563
445,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_stratify_split,,,,,,0.00067064823504648,0.8919954868008069,0.0005428709411361694,0.026879906823802563
253,sett_cutoff,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,,0.0006635480916052832,0.14660029769534713,0.0005355383370680742,0.01316885370490955
87,sett_cutoff,sett_preprocess_age,sett_stratify_split,,,,,,,,0.0006584971056227623,0.1367079816029325,0.0005496614241495537,0.012172829684343175
245,sett_cutoff,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,,0.0006488012297035453,0.8664918354927,0.0005206678339086847,0.029931808463754223
459,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_model,sett_stratify_split,,,,,,0.0006366366091877301,0.8823652485493048,0.00043011005973729154,0.031799665362517035
358,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,,0.0006273052350992156,0.7439814046148607,0.0007138521701224834,0.020464470007819528
238,sett_cutoff,sett_exclude_subgroups,sett_scale,sett_stratify_split,,,,,,,0.0006247952822955889,0.1467069064793924,0.0005362772637823724,0.011304137040568436
485,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,,,0.0006215596045552987,0.8882326640019147,0.0005349844107343012,0.02716780672833453
28,sett_exclude_features,sett_fairness_grouping,,,,,,,,,0.0006122088044081999,0.5988726431285805,0.0005580433301068741,0.015640567331821825
51,sett_preprocess_age,sett_stratify_split,,,,,,,,,0.0006067227044741975,0.06728714715508595,0.0005962615436047983,0.006339306429210458
40,sett_fairness_grouping,sett_model,,,,,,,,,0.0006033634295424927,0.5982933571439825,0.0003569671929603671,0.016315702972132612
8,sett_scale,,,,,,,,,,0.0006000795494385644,0.0006000795494385644,0.00045338442928546854,0.00045338442928546854
203,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,,,,,,,0.0005988045193606257,0.6343703876045356,0.0004095855493551933,0.015193869749227469
129,sett_exclude_features,sett_fairness_grouping,sett_stratify_split,,,,,,,,0.0005970208942659098,0.7327751521470023,0.0004822413278930654,0.023721650715838802
319,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_stratify_split,,,,,,,0.0005818291666473041,0.7430506486408703,0.000515160662123687,0.022022409521846916
240,sett_cutoff,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,,0.0005696399812301347,0.6293779000751669,0.00039061139854139294,0.01608933872722978
153,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,,,0.000568947150409018,0.07266115768429879,0.0005318872920287176,0.007055850400938207
140,sett_exclude_subgroups,sett_fairness_grouping,sett_model,,,,,,,,0.0005652981331321559,0.603706133915946,0.00040004566982727906,0.015864629960219895
161,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,,,0.0005626304906811899,0.7314502548162354,0.0005577937086338065,0.023541526191812413
454,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,0.0005413470147667752,0.15898239102037856,0.0013123436110447542,0.014172405072980013
235,sett_cutoff,sett_exclude_subgroups,sett_preprocess_age,sett_stratify_split,,,,,,,0.0005399767675415884,0.14616013403575884,0.0003971649787658497,0.01001894374710743
82,sett_cutoff,sett_model,sett_preprocess_income,,,,,,,,0.0005347064064891742,0.01828198760063478,0.00038982576555472763,0.003601381629161181
482,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,0.0005332159863363302,0.8871819737979643,0.0003913403124746368,0.026284855735782847
5,sett_model,,,,,,,,,,0.0005197608708713756,0.0005197608708713756,0.0003740795751212226,0.0003740795751212226
11,sett_cutoff,sett_exclude_features,,,,,,,,,0.0005116271019317692,0.015197046475551175,0.0004729537672250315,0.0026261243461311325
27,sett_exclude_features,sett_exclude_subgroups,,,,,,,,,0.0005102833614178237,0.003011797526171169,0.00035044899134033713,0.0013561710587044697
35,sett_exclude_subgroups,sett_model,,,,,,,,,0.0005101216778620546,0.0024411952328830693,0.00040364517746566315,0.001342920988213261
142,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,,,,,,,,0.000509366616682587,0.6050468277858465,0.0004291932655741366,0.014298944955445132
37,sett_exclude_subgroups,sett_preprocess_income,,,,,,,,,0.0005073968179631591,0.003182133187675896,0.00042765091195463286,0.002362140588573705
43,sett_fairness_grouping,sett_scale,,,,,,,,,0.0004720093280972619,0.5982423217211044,0.00038845546165698766,0.01586202733318158
248,sett_cutoff,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,,,,0.0004713154570445215,0.8663788257784873,0.00039302609649823723,0.03081388186866884
90,sett_cutoff,sett_scale,sett_stratify_split,,,,,,,,0.000465077723748182,0.1366865113441978,0.00039621139720547364,0.013001295199849298
143,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,,,,,,,,0.00045734063875655165,0.6034864255828511,0.0003789005897639777,0.014906302772869518
38,sett_exclude_subgroups,sett_scale,,,,,,,,,0.00044940626202079467,0.0024607984956089984,0.0003787719072400565,0.0013899040158442393
79,sett_cutoff,sett_fairness_grouping,sett_scale,,,,,,,,0.000445357597234782,0.6217262988040999,0.0004997198270050603,0.017189842040371658
17,sett_cutoff,sett_scale,,,,,,,,,0.0004392920173380804,0.014634589459792345,0.0005004924160663235,0.0025758902871219833
225,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,,,,,,,0.00042853957091134676,0.6311694456181257,0.00027313994599866914,0.016647046026251614
72,sett_cutoff,sett_exclude_subgroups,sett_preprocess_age,,,,,,,,0.0004276432037799837,0.018482811880808588,0.0002870174186775292,0.002126717830395119
374,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,,0.000408905145121431,0.7391601148336933,0.00032009939473951425,0.02138833311032368
65,sett_cutoff,sett_exclude_features,sett_model,,,,,,,,0.0004018493694941498,0.017329188836655428,0.000302704619643262,0.0026654050394451937
222,sett_cutoff,sett_exclude_features,sett_preprocess_income,sett_stratify_split,,,,,,,0.00039967483940413077,0.14394446265895483,0.0003517119990068118,0.013899293459852328
328,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,,0.000399615582908544,0.07696488183482056,0.0006469610314369157,0.008463920402731421
746,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,0.00039493640917667375,0.9205243963000542,0.00034292300281373993,0.02083551558069783
151,sett_exclude_subgroups,sett_preprocess_age,sett_stratify_split,,,,,,,,0.0003869131748938648,0.07093217514858918,0.000294018238750338,0.005844645635202336
136,sett_exclude_features,sett_preprocess_age,sett_stratify_split,,,,,,,,0.00038616467079734674,0.06964216606285274,0.0005957921456649,0.006928398614725705
336,sett_exclude_features,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,,0.00038243970978054406,0.7355971700874373,0.0005818881405341279,0.023817432710041563
356,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,,0.00038073123790486815,0.7403039230696558,0.00028626410510605076,0.02216815192675786
122,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,,,,,,,,0.00038004603014554447,0.005333958414494249,0.0005602822072600374,0.003184735768271551
209,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_model,,,,,,,0.00036955016420810936,0.6271076098702015,0.0002756697326465973,0.016914205471508317
169,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,,,0.0003690357730528179,0.07096250843951318,0.0002814485974018439,0.006206435725324402
372,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,0.00036228560292818866,0.7361015700951892,0.0005913804227003238,0.023223766513332352
167,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,,0.00035817443458019925,0.06953501649247591,0.0005969781382282536,0.005453015884418963
246,sett_cutoff,sett_fairness_grouping,sett_preprocess_income,sett_scale,,,,,,,0.0003565029908825347,0.627622970989701,0.0006107637586351345,0.015813056124231655
46,sett_model,sett_preprocess_income,,,,,,,,,0.0003517729712565894,0.002134957527691063,0.00034053791506369053,0.0015588691106041403
88,sett_cutoff,sett_preprocess_income,sett_scale,,,,,,,,0.00034628141153810875,0.017527340164695385,0.0005868904988621916,0.0041784308946933
133,sett_exclude_features,sett_model,sett_stratify_split,,,,,,,,0.0003449104968734004,0.07042149748269017,0.0002768300899530955,0.0063352672874450264
490,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,0.000344172956281579,0.1621235496119195,0.0002886746188396194,0.010236433858027374
241,sett_cutoff,sett_fairness_grouping,sett_model,sett_scale,,,,,,,0.00034024400769027454,0.6259073028036498,0.0004725806991759634,0.017486491770933196
449,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_stratify_split,,,,,,0.0003399814791953724,0.16071759653175227,0.00027882829813795894,0.012550221712011452
83,sett_cutoff,sett_model,sett_scale,,,,,,,,0.0003389628668177072,0.016683371686977238,0.0004727761401825952,0.0031041812546715635
154,sett_exclude_subgroups,sett_scale,sett_stratify_split,,,,,,,,0.000331900797849208,0.07108733381710532,0.00024596968062361976,0.005953796954688973
317,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,,,,,,,0.0003317109456802351,0.6092408527072191,0.0005460715203603832,0.013671267318747828
156,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,,,0.0003293996708620292,0.6014970043327638,0.0003266008546580307,0.015281510326602396
478,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_scale,,,,,,0.0003277709256274639,0.6414724204475422,0.00039370071871976727,0.018271969911933677
359,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,,,,0.0003236029584119239,0.740509173219688,0.00024115934112302787,0.021348740442372217
125,sett_exclude_features,sett_fairness_grouping,sett_model,,,,,,,,0.00032087525957945134,0.6005438752584984,0.00020511869389366208,0.015834177681715272
231,sett_cutoff,sett_exclude_subgroups,sett_model,sett_scale,,,,,,,0.0003167084757064871,0.02362521647856968,0.0003769912700680168,0.004453452159340785
206,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,,,,,,,0.00031607750037485847,0.02478950505010839,0.00046431107068973235,0.005351671166882402
498,sett_cutoff,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,0.000315069205315901,0.8790816460006449,0.00016263172208207932,0.030301565176542002
477,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,0.0003142304288383222,0.6449658072932976,0.0002473783673258147,0.01589940908270549
138,sett_exclude_features,sett_preprocess_income,sett_stratify_split,,,,,,,,0.00031179572515518863,0.0708580838869008,0.0002914377265637647,0.007625323079688283
251,sett_cutoff,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,0.0003099180304112811,0.14289898931333128,0.00015820026139398732,0.012204140717003629
464,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,0.00030980802391687365,0.8810278455444349,0.0001686139829155527,0.028033605017075695
256,sett_cutoff,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,0.0003079165806543409,0.14247164376699423,0.0002553699877379378,0.012441409138493955
503,sett_cutoff,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,0.0003079001544327879,0.87870555015703,0.00025506542556372625,0.02642325829217668
15,sett_cutoff,sett_preprocess_age,,,,,,,,,0.0003075037271367609,0.014138295263738582,0.00023459454033077746,0.002159182103614226
333,sett_exclude_features,sett_fairness_grouping,sett_model,sett_stratify_split,,,,,,,0.0003068524823295953,0.7374227202307567,0.0002274572157839848,0.022963522170991076
230,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,,,0.0003023000165017009,0.025233848050722214,0.00023513477610800237,0.004852076254789144
77,sett_cutoff,sett_fairness_grouping,sett_preprocess_age,,,,,,,,0.00030083339717547786,0.6208617754694341,0.00023568863237726,0.017433021178253
462,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,0.00029752771630884325,0.8744621279351461,0.0002618775015586199,0.03046790509609575
141,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,,,,,,,,0.0002915429948692003,0.6025624068819362,0.00022744758967368998,0.015291414285880869
220,sett_cutoff,sett_exclude_features,sett_preprocess_age,sett_stratify_split,,,,,,,0.00029106232991493464,0.14092949903594845,0.0002528423836756524,0.012683130077305343
377,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,0.0002880174477899031,0.7368628033336677,0.00043200512010787943,0.022368012995534575
172,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,,0.0002844230985269956,0.06992262138082232,0.00043231334706386287,0.006783792318882409
54,sett_scale,sett_stratify_split,,,,,,,,,0.0002823776315602869,0.06732730798802448,0.00020276322814701691,0.006487004204562881
710,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_stratify_split,,,,,0.00028167733986178475,0.9157407715612239,0.00018618927769617526,0.02899796981413619
164,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,,,,,0.00028034766925010316,0.7314318377662956,0.0001930139387164488,0.023310534519628147
36,sett_exclude_subgroups,sett_preprocess_age,,,,,,,,,0.0002793960493985315,0.0019262823771342909,0.000214634224573429,0.0012500764440221473
470,sett_cutoff,sett_exclude_features,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,0.0002791230430956858,0.15330546302498502,0.00037586382806574395,0.013940777829990252
326,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_age,sett_stratify_split,,,,,,,0.0002770999921988482,0.07501588054990202,0.0005475475432307396,0.006838515850305924
744,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,,,0.0002739288519885752,0.9100094617946742,0.00029005210180763926,0.029243929284235293
587,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_stratify_split,,,,,,0.00027384556652139695,0.7481208094442036,0.0005485642402266249,0.022424429054029946
488,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,0.00027329923529958365,0.15741048078749073,0.0002855540143116828,0.01039681782535749
476,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,,,,,,0.0002732398916866221,0.6393753511843909,0.0002977514116923742,0.01853362657797147
204,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_model,,,,,,,0.0002661768491609872,0.024281877772993437,0.00019763015819598066,0.003174605271408214
229,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,,,,,,,0.00026566466726483544,0.02252857440474481,0.0002877326564110467,0.0035925626840898482
620,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,0.0002595140564993059,0.7526727827549908,0.00022788245305841421,0.0204736988769136
505,sett_cutoff,sett_fairness_grouping,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,,0.00025674196515877224,0.8785813350980471,0.0004137221255018395,0.02801041683430399
747,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_scale,sett_stratify_split,,,,,0.00025544151781362886,0.9104817289642413,0.000249650401112984,0.029590657743274257
45,sett_model,sett_preprocess_age,,,,,,,,,0.0002540901543217577,0.0010094246687792536,0.0002728337240498911,0.0006752391382900193
491,sett_cutoff,sett_exclude_subgroups,sett_model,sett_scale,sett_stratify_split,,,,,,0.0002530852168186705,0.15765682070175863,0.00025071110312402015,0.011838448494688436
258,sett_cutoff,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,,,0.0002529823120322018,0.14245365973098134,0.0004092370591912787,0.013991391960027666
501,sett_cutoff,sett_fairness_grouping,sett_model,sett_scale,sett_stratify_split,,,,,,0.00025042029840067505,0.8785470134883546,0.00023956634195669942,0.031663632604367636
67,sett_cutoff,sett_exclude_features,sett_preprocess_income,,,,,,,,0.0002503295181826376,0.017915900256572873,0.00019587560705803603,0.0035845803603626633
441,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,,,,,,0.00024983332300366324,0.6428200866386238,0.00017434662126320974,0.016076485206978186
52,sett_preprocess_income,sett_scale,,,,,,,,,0.00024923938517714593,0.0021127426201788084,0.0004811981791703602,0.0019243365131295935
41,sett_fairness_grouping,sett_preprocess_age,,,,,,,,,0.0002483043895443937,0.5976541108766991,0.000247051915517365,0.01608206582707869
338,sett_exclude_features,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,,0.00023957319560893194,0.7381458668437024,0.00016391534069120695,0.022338217705679658
254,sett_cutoff,sett_model,sett_scale,sett_stratify_split,,,,,,,0.00023851080796501547,0.1426610096322566,0.00021633159152248066,0.013528504415570212
589,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,0.00023729975172575684,0.7519830514681847,0.0002249936798346489,0.020115326200550992
243,sett_cutoff,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,,,,,,,0.00023704751040652008,0.6264335841326517,0.0001952569575548488,0.0163080177098336
239,sett_cutoff,sett_fairness_grouping,sett_model,sett_preprocess_age,,,,,,,0.00023560728304441233,0.6249212184177311,0.00017748633112757832,0.017741052586698045
6,sett_preprocess_age,,,,,,,,,,0.00023557364358612026,0.00023557364358612026,0.00022042644761160693,0.00022042644761160693
85,sett_cutoff,sett_preprocess_age,sett_preprocess_income,,,,,,,,0.00023519584940845278,0.01686052800885405,0.00018991292555960734,0.0032089532148568533
81,sett_cutoff,sett_model,sett_preprocess_age,,,,,,,,0.00023359470820764438,0.016129040547953517,0.00017537179770116964,0.0024536053428011787
364,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,,0.00022937853499028663,0.07686093428527782,0.00021085375785059437,0.006266873713700894
155,sett_fairness_grouping,sett_model,sett_preprocess_age,,,,,,,,0.00022906781207606807,0.5992603931435108,0.00025624766236447574,0.016483017828494918
162,sett_fairness_grouping,sett_preprocess_income,sett_scale,,,,,,,,0.00022891065531263145,0.6012429463082569,0.00045437609296236853,0.014681020439961081
29,sett_exclude_features,sett_model,,,,,,,,,0.0002272325699245671,0.001837194921399649,0.0001727553417132,0.0007406075601567723
145,sett_exclude_subgroups,sett_model,sett_preprocess_age,,,,,,,,0.00022070084521565056,0.0034309559254051296,0.0003117193888099209,0.0018299300254801753
350,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,,,,,,,0.0002201420596237378,0.6056849518645815,0.0003102200679936328,0.016277982250426547
211,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_preprocess_income,,,,,,,0.00021668829024308367,0.6282268404329971,0.00014091001300044176,0.015582094973227366
357,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_scale,,,,,,,0.00021257287702276762,0.6079201180757383,0.000288014509054718,0.01334477972134576
362,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,0.00021205736427468708,0.0750198535198211,0.0003167684493307607,0.005262080311150262
351,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,,0.00021142378343201647,0.6083449020716449,0.0002272232032092056,0.014984085970189437
342,sett_exclude_features,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,0.00021064987074581663,0.0728014219966821,0.0004902049530065242,0.0061670117440757646
618,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,0.00021062966077955834,0.7486960854595317,0.0003175865550684168,0.023281863957597942
